"filename", "language", "Java", "HTML", "XML", "Properties", "JavaScript", "CSS", "comment", "blank", "total"
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\ProjectMapper.java", "Java", 9, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\TechCategoryItemMapper.java", "Java", 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\mapper\TechCategoryMapper.java", "Java", 9, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\properties\FileUploadProperties.java", "Java", 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\response\IntegratedResponseMessage.java", "Java", 32, 0, 0, 0, 0, 0, 0, 13, 45
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\FileStorageService.java", "Java", 9, 0, 0, 0, 0, 0, 0, 7, 16
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\FileStorageServiceImpl.java", "Java", 79, 0, 0, 0, 0, 0, 0, 20, 99
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\PropertyService.java", "Java", 22, 0, 0, 0, 0, 0, 0, 11, 33
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\PropertyServiceImpl.java", "Java", 85, 0, 0, 0, 0, 0, 0, 38, 123
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\WorkService.java", "Java", 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\WorkServiceImpl.java", "Java", 46, 0, 0, 0, 0, 0, 0, 18, 64
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\AboutService.java", "Java", 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\AboutServiceImpl.java", "Java", 52, 0, 0, 0, 0, 0, 0, 20, 72
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ContactService.java", "Java", 12, 0, 0, 0, 0, 0, 0, 7, 19
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ContactServiceImpl.java", "Java", 55, 0, 0, 0, 0, 0, 0, 17, 72
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\IntroService.java", "Java", 13, 0, 0, 0, 0, 0, 0, 10, 23
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\IntroServiceImpl.java", "Java", 46, 0, 0, 0, 0, 0, 0, 18, 64
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\NoteworthyProjectService.java", "Java", 11, 0, 0, 0, 0, 0, 0, 7, 18
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\NoteworthyProjectServiceImpl.java", "Java", 38, 0, 0, 0, 0, 0, 0, 11, 49
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ProjectService.java", "Java", 10, 0, 0, 0, 0, 0, 0, 6, 16
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\ProjectServiceImpl.java", "Java", 40, 0, 0, 0, 0, 0, 0, 12, 52
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\TechnologyService.java", "Java", 15, 0, 0, 0, 0, 0, 0, 10, 25
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\service\admin\TechnologyServiceImpl.java", "Java", 72, 0, 0, 0, 0, 0, 0, 21, 93
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsEmpty.java", "Java", 15, 0, 0, 0, 0, 0, 3, 8, 26
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsEmptyConstraintValidator.java", "Java", 131, 0, 0, 0, 0, 0, 0, 52, 183
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsTechElemForm.java", "Java", 15, 0, 0, 0, 0, 0, 3, 8, 26
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\java\com\amazing\juno\springwebapp\validator\IsTechElemFormValidator.java", "Java", 51, 0, 0, 0, 0, 0, 4, 33, 88
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\custom-properties\web-basic-content.properties", "Properties", 0, 0, 0, 19, 0, 0, 1, 1, 21
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\css\index.css", "CSS", 0, 0, 0, 0, 0, 225, 14, 71, 310
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\img\folder.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\img\github.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\img\menu.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\admin.js", "JavaScript", 0, 0, 0, 0, 523, 0, 18, 212, 753
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\index.js", "JavaScript", 0, 0, 0, 0, 250, 0, 28, 43, 321
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\paper-full.min.js", "JavaScript", 0, 0, 0, 0, 1, 0, 31, 0, 32
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\static\js\paper.js", "JavaScript", 0, 0, 0, 0, 51, 0, 7, 13, 71
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\admin.html", "HTML", 0, 335, 0, 0, 0, 0, 25, 49, 409
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\error.html", "HTML", 0, 19, 0, 0, 0, 0, 1, 4, 24
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\footer.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\head.html", "HTML", 0, 42, 0, 0, 0, 0, 6, 6, 54
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\index.html", "HTML", 0, 354, 0, 0, 0, 0, 34, 38, 426
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\nav.html", "HTML", 0, 60, 0, 0, 0, 0, 1, 1, 62
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\project-box.html", "HTML", 0, 26, 0, 0, 0, 0, 0, 10, 36
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\main\resources\templates\section.html", "HTML", 0, 27, 0, 0, 0, 0, 0, 2, 29
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\AboutRestControllerIntegrationTest.java", "Java", 191, 0, 0, 0, 0, 0, 0, 65, 256
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\IntroRestControllerIntegrationTest.java", "Java", 167, 0, 0, 0, 0, 0, 0, 60, 227
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\ProjectRestControllerIntegrationTest.java", "Java", 65, 0, 0, 0, 0, 0, 0, 22, 87
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\SpringwebappApplicationTests.java", "Java", 9, 0, 0, 0, 0, 0, 0, 5, 14
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\TechnologyRestControllerIntegrationTest.java", "Java", 293, 0, 0, 0, 0, 0, 1, 108, 402
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\AboutRestControllerTest.java", "Java", 134, 0, 0, 0, 0, 0, 0, 39, 173
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\ContactRestControllerTest.java", "Java", 78, 0, 0, 0, 0, 0, 0, 23, 101
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\IntroRestControllerTest.java", "Java", 116, 0, 0, 0, 0, 0, 0, 45, 161
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\NoteworthyProjectRestControllerTest.java", "Java", 75, 0, 0, 0, 0, 0, 0, 17, 92
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\ProjectRestControllerTest.java", "Java", 79, 0, 0, 0, 0, 0, 0, 33, 112
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\admin\api\TechnologyRestControllerTest.java", "Java", 112, 0, 0, 0, 0, 0, 0, 38, 150
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\controller\api\FileRestControllerTest.java", "Java", 27, 0, 0, 0, 0, 0, 0, 11, 38
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\AboutRepositoryTest.java", "Java", 89, 0, 0, 0, 0, 0, 0, 41, 130
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\ContactRepositoryTest.java", "Java", 84, 0, 0, 0, 0, 0, 0, 34, 118
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\IntroRepositoryTest.java", "Java", 84, 0, 0, 0, 0, 0, 0, 27, 111
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\NoteworthyProjectRepositoryTest.java", "Java", 88, 0, 0, 0, 0, 0, 0, 33, 121
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\ProjectRepositoryTest.java", "Java", 92, 0, 0, 0, 0, 0, 0, 32, 124
"c:\Users\ASUS\OneDrive\바탕 화면\Spring Projects\springwebapp\src\test\java\com\amazing\juno\springwebapp\dao\admin\TechCategoryRepositoryTest.java", "Java", 105, 0, 0, 0, 0, 0, 0, 45, 150
"Total", "-", 4851, 875, 3, 19, 825, 225, 218, 2487, 9503
